AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT1G49430	LACS2	1388.3	-2.8178	0.13581	-20.747	1.2920999999999998e-95	5.406099999999998e-93	full_name=long-chain acyl-CoA synthetase 2. long-chain acyl-CoA synthetase 2. Encodes a long chain acyl-CoA synthetase that catalyzes the synthesis of omega-hydroxy fatty acyl-CoA intermediates in the pathway to cutin synthesis. Required for repression of lateral root formation.
AT3G47470	LHCA4	2306.1	-2.1401	0.10325	-20.727	1.9823e-95	8.105299999999997e-93	full_name=light-harvesting chlorophyll-protein complex I subunit A4. light-harvesting chlorophyll-protein complex I subunit A4. Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins.
AT2G48130	LTPG15	481.22	-2.8578	0.13794	-20.717	2.4114999999999998e-95	9.641299999999997e-93	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT1G55670	PSAG	1281	-2.6914	0.13077	-20.581	4.0487999999999985e-94	1.5834999999999997e-91	full_name=photosystem I subunit G. photosystem I subunit G. Encodes subunit G of photosystem I, an 11-kDa membrane protein that plays an  important role in electron transport between plastocyanin and PSI and is involved in  the stability of the PSI complex. PSI-G subunit is bound to  PSI-B and is in contact with Lhca1. The protein inserts into thylakoids by  a direct or spontaneous pathway that does not involve the activities of  any known chloroplast protein-targeting machinery. PSI-G appears to be directly or indirectly involved in the interaction between Photosystem I and plastocyanin.
AT3G06390	CASPL1D2	456.2	-4.0688	0.1982	-20.529	1.1936999999999997e-93	4.569499999999999e-91	Uncharacterized protein family (UPF0497).
AT1G29910	CAB3	2420.1	-2.9811	0.14592	-20.43	9.093999999999997e-93	3.4085999999999992e-90	full_name=chlorophyll A/B binding protein 3. chlorophyll A/B binding protein 3. member of Chlorophyll a/b-binding protein family
AT4G38970	FBA2	819.52	-2.7918	0.13685	-20.4	1.6576e-92	6.086299999999999e-90	full_name=fructose-bisphosphate aldolase 2. fructose-bisphosphate aldolase 2. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.
AT5G39130		1710.8	-2.2815	0.11227	-20.321	8.395099999999999e-92	3.0207e-89	RmlC-like cupins superfamily protein.
AT4G34510	KCS17	484.81	-3.5187	0.17401	-20.221	6.372599999999999e-91	2.2479999999999997e-88	full_name=3-ketoacyl-CoA synthase 17. 3-ketoacyl-CoA synthase 17. Encodes KCS17, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).
AT3G53510	ABCG20	2424.3	-1.9813	0.098242	-20.167	1.8938999999999996e-90	6.552399999999999e-88	full_name=ATP-binding cassette G20. ABC-2 type transporter family protein. Belongs to a clade of five Arabidopsis thaliana ABCG half-transporters that are required for synthesis of an effective suberin barrier in roots and seed coats (ABCG2, ABCG6, and ABCG20) and for synthesis of an intact pollen wall (ABCG1 and ABCG16).
AT1G06680	PSBP-1	2243.9	-2.0437	0.10169	-20.097	7.890999999999999e-90	2.6785999999999994e-87	full_name=photosystem II subunit P-1. photosystem II subunit P-1. Encodes a 23 kD extrinsic protein that is part of photosystem II and participates in the regulation of oxygen evolution. Phosphorylation of this protein is dependent on calcium. In plsp1-1 mutant plastids, the nonmature form of the protein localizes in the stroma.
AT4G18920		640.29	2.8741	0.14371	19.999	5.6066e-89	1.8678999999999998e-86	histone acetyltransferase (DUF1264).
AT5G16770	MYB9	451.08	-3.17	0.15935	-19.894	4.612199999999999e-88	1.5086999999999997e-85	full_name=myb domain protein 9. myb domain protein 9. Member of the R2R3 factor gene family.
AT4G26590	OPT5	459.76	3.326	0.16748	19.859	9.259999999999998e-88	2.974899999999999e-85	full_name=oligopeptide transporter 5. oligopeptide transporter 5. oligopeptide transporter
AT3G46780	PTAC16	327.36	-3.6815	0.18559	-19.837	1.4186999999999996e-87	4.4777999999999985e-85	full_name=plastid transcriptionally active 16. plastid transcriptionally active 16.
AT3G51810	EM1	2260.9	3.6765	0.18542	19.828	1.6976999999999995e-87	5.265999999999998e-85	full_name=LATE EMBRYOGENESIS ABUNDANT 1. Stress induced protein. Encodes a ABA-inducible protein that accumulates during seed maturation, in parallel with its corresponding mRNA but with a 3 d delay. During germination, AtEm1 protein undergoes two successive cleavages before being degraded. Both proteins are more stable than the corresponding mRNA.  The gene can be activated by the basic leucine zipper transcription factor ABI5. Expressed predominantly in provascular tissues with the strongest expression in the root tip.
AT3G04370	PDLP4	543.92	-2.7706	0.14016	-19.767	5.715199999999999e-87	1.7426999999999998e-84	full_name=plasmodesmata-located protein 4. plasmodesmata-located protein 4. Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain.
AT4G22100	BGLU3	640.72	3.5916	0.182	19.734	1.1078999999999998e-86	3.3219999999999997e-84	full_name=beta glucosidase 2. beta glucosidase 2.
AT2G34420	LHB1B2	3682.8	-2.2645	0.11505	-19.682	3.0755999999999995e-86	9.071e-84	
AT4G24130		1108.6	-2.2175	0.11302	-19.621	1.0324999999999997e-85	2.9961999999999995e-83	DUF538 family protein (Protein of unknown function, DUF538).
AT1G31330	PSAF	998.72	-2.7593	0.14109	-19.558	3.526899999999999e-85	1.0071999999999998e-82	full_name=photosystem I subunit F. photosystem I subunit F. Encodes subunit F of photosystem I.
AT4G15396	CYP702A6	1633.4	2.2371	0.11491	19.468	2.0672e-84	5.811099999999999e-82	full_name=cytochrome P450, family 702, subfamily A, polypeptide 6. cytochrome P450, family 702, subfamily A, polypeptide 6. a member of the cytochrome P450 family. molecular function unknown.
AT1G56320		433.15	-3.2297	0.16602	-19.453	2.7416999999999996e-84	7.588599999999998e-82	hypothetical protein.
AT4G05180	PSBQ-2	2151.3	-2.7344	0.14133	-19.348	2.1365999999999996e-83	5.824199999999999e-81	full_name=photosystem II subunit Q-2. photosystem II subunit Q-2. Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.
AT5G47670	NF-YB6	681.36	-2.5035	0.13156	-19.029	9.737099999999997e-81	2.6145999999999996e-78	full_name=nuclear factor Y, subunit B6. nuclear factor Y, subunit B6. Encodes LEC1-Like (L1L), closely related to LEC1 (Leafy Cotyledon1).  Functions as a regulator of embryo development.
AT4G09610	GASA2	314.1	4.8914	0.25807	18.954	4.127499999999999e-80	1.0919999999999999e-77	full_name=GAST1 protein homolog 2. GAST1 protein homolog 2.
AT5G63590	FLS3	312.09	-3.5582	0.18915	-18.812	6.0164e-79	1.5602e-76	full_name=flavonol synthase 3. flavonol synthase 3.
AT1G62070		440.36	-3.0725	0.16333	-18.812	6.070699999999999e-79	1.5602e-76	hypothetical protein.
AT3G56350		5830.7	2.0159	0.10827	18.619	2.2533999999999998e-77	5.709999999999999e-75	Iron/manganese superoxide dismutase family protein.
AT3G16140	PSAH-1	838.22	-2.2502	0.12112	-18.578	4.828499999999999e-77	1.2064999999999997e-74	full_name=photosystem I subunit H-1. photosystem I subunit H-1. Encodes subunit H of photosystem I reaction center subunit VI.
AT3G15670	LEA76	10029	2.8987	0.15818	18.325	5.202899999999999e-75	1.2822999999999997e-72	Late embryogenesis abundant protein (LEA) family protein.
AT5G23190	CYP86B1	1681	-1.7937	0.098078	-18.288	1.0286999999999997e-74	2.5010999999999993e-72	full_name=cytochrome P450, family 86, subfamily B, polypeptide 1. cytochrome P450, family 86, subfamily B, polypeptide 1. cytochrome P450 CYP86B1, nuclear gene for chloroplast product.  CYP86B1 is a very long chain fatty acid hydroxylase specifically involved in polyester monomer biosynthesis during the course of plant development.
AT5G07475		232.34	-3.7792	0.20674	-18.28	1.1991999999999997e-74	2.8766999999999995e-72	Cupredoxin superfamily protein.
AT1G72570	AIL1	286.22	3.1026	0.17032	18.216	3.828099999999999e-74	9.062099999999999e-72	Integrase-type DNA-binding superfamily protein.
AT1G15820	LHCB6	1619.5	-1.8589	0.10228	-18.175	8.123499999999998e-74	1.898e-71	full_name=light harvesting complex photosystem II subunit 6. light harvesting complex photosystem II subunit 6. Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II.
AT5G22500	FAR1	418.18	-3.1006	0.17449	-17.77	1.2154999999999997e-70	2.8035999999999998e-68	full_name=fatty acid reductase 1. fatty acid reductase 1. Encodes a member of the eight-member gene family encoding alcohol-forming fatty acyl-CoA reductases (FARs) identified in Arabidopsis thaliana.  Three of the FARs, FAR1 (At5g22500), FAR4 (At3g44540) and FAR5 (At3g44550), are shown to generate the fatty alcohols found in root, seed coat, and wound-induced leaf tissue.
AT1G51400		506.68	-2.5479	0.14506	-17.565	4.5870999999999996e-69	1.0445999999999998e-66	Photosystem II 5 kD protein.
AT1G78370	GSTU20	960.28	-2.1537	0.12279	-17.54	7.129099999999999e-69	1.6031999999999997e-66	full_name=glutathione S-transferase TAU 20. glutathione S-transferase TAU 20. Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT2G21100		234.41	-3.728	0.21333	-17.475	2.2164999999999997e-68	4.923199999999998e-66	Disease resistance-responsive (dirigent-like protein) family protein.
AT4G24140		373.97	-2.9158	0.16718	-17.441	4.046499999999999e-68	8.877999999999998e-66	alpha/beta-Hydrolases superfamily protein.
AT1G01480	ACS2	737.87	2.0945	0.12082	17.337	2.4855999999999996e-67	5.387899999999999e-65	full_name=1-amino-cyclopropane-1-carboxylate synthase 2. 1-amino-cyclopropane-1-carboxylate synthase 2. a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family,  isolated from a flower-specific cDNA library.
AT1G03130	PSAD-2	761.55	-1.9224	0.1113	-17.272	7.610599999999998e-67	1.6299999999999996e-64	full_name=photosystem I subunit D-2. photosystem I subunit D-2. Encodes a protein predicted by sequence similarity with spinach PsaD to be photosystem I reaction center subunit II (PsaD2)
AT2G30210	LAC3	237.91	-5.6322	0.32651	-17.25	1.1187999999999998e-66	2.3680999999999996e-64	full_name=laccase 3. laccase 3. putative laccase, a member of laccase family of genes (17 members in Arabidopsis).
AT1G61520	LHCA3	2017.9	-1.9573	0.11353	-17.241	1.3103999999999996e-66	2.7412999999999996e-64	full_name=photosystem I light harvesting complex gene 3. PSI type III chlorophyll a/b-binding protein. PSI type III chlorophyll a/b-binding protein (Lhca3*1)
AT2G01200	IAA32	333.79	3.0238	0.17794	16.993	9.2824e-65	1.9194999999999997e-62	full_name=indole-3-acetic acid inducible 32. indole-3-acetic acid inducible 32. Belongs to auxin inducible gene family.
AT3G11050	FER2	2029.8	1.9674	0.11648	16.89	5.327699999999999e-64	1.0891999999999998e-61	full_name=ferritin 2. ferritin 2.
AT1G03790	SOM	930.67	2.3588	0.13976	16.877	6.611299999999999e-64	1.3364999999999997e-61	full_name=SOMNUS. Zinc finger C-x8-C-x5-C-x3-H type family protein. Encodes SOMNUS (SOM), a nucleus-localized CCCH-type zinc finger protein.  SOM negatively regulates light-dependent seed germination downstream of PIL5 (AT2G20180).
AT1G14930		1218.7	7.1983	0.42823	16.809	2.0821999999999997e-63	4.162399999999999e-61	Polyketide cyclase/dehydrase and lipid transport superfamily protein.
AT4G02280	SUS3	2399	2.0543	0.1226	16.756	5.147399999999999e-63	1.0176999999999998e-60	full_name=sucrose synthase 3. sucrose synthase 3. Encodes a protein with sucrose synthase activity (SUS3). It appears to be important for sucrose metabolism in developing seeds, especially during the late maturation phase, about 18 days after flowering.
AT4G17280		576.2	-2.0489	0.12294	-16.665	2.3587999999999996e-62	4.612799999999999e-60	Auxin-responsive family protein.
AT1G29000	ATHMP06	185.23	-3.795	0.22923	-16.556	1.4592999999999996e-61	2.8230999999999997e-59	Heavy metal transport/detoxification superfamily protein.
AT5G38520	CLD1	197.52	-3.6861	0.22288	-16.538	1.9463999999999996e-61	3.7253e-59	alpha/beta-Hydrolases superfamily protein.
AT1G74460		410.84	-2.256	0.1365	-16.528	2.3148999999999995e-61	4.3839e-59	GDSL-like Lipase/Acylhydrolase superfamily protein.
AT3G22620	LTPG20	415.8	-2.4909	0.15074	-16.525	2.4444999999999993e-61	4.5811e-59	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT1G24735		1201.2	1.6217	0.098496	16.464	6.606999999999999e-61	1.2254e-58	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT2G21720		842.52	2.3304	0.14172	16.443	9.377399999999998e-61	1.7215e-58	ArgH (DUF639).
AT3G14420	GOX1	308.78	-2.5182	0.15336	-16.42	1.3664999999999997e-60	2.4833e-58	full_name=glycolate oxidase 1. Aldolase-type TIM barrel family protein. Encodes a glycolate oxidase that modulates reactive oxygen species-mediated signal transduction during nonhost resistance.
AT3G50820	PSBO2	230.84	-6.3656	0.38782	-16.414	1.5219999999999998e-60	2.7382e-58	full_name=photosystem II subunit O-2. photosystem II subunit O-2. Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII.
AT3G56240	CCH	531.85	-2.382	0.14516	-16.41	1.6352999999999997e-60	2.9129999999999998e-58	full_name=copper chaperone. copper chaperone. CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway; mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements; hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures, as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.
AT5G13630	GUN5	486.7	-2.3701	0.14457	-16.394	2.1271999999999997e-60	3.752e-58	full_name=GENOMES UNCOUPLED 5. magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH). Encodes magnesium chelatase involved in plastid-to-nucleus signal transduction.
AT3G04150		244.43	3.6268	0.22223	16.32	7.101399999999999e-60	1.2404e-57	RmlC-like cupins superfamily protein.
AT1G21310	EXT3	2245.8	-1.6263	0.10031	-16.214	4.0248e-59	6.962500000000001e-57	full_name=extensin 3. extensin 3. Encodes extensin 3.
AT2G16890		195.83	3.2436	0.20017	16.204	4.7354e-59	8.113800000000001e-57	UDP-Glycosyltransferase superfamily protein.
AT1G77590	LACS9	1346.4	-1.8467	0.11414	-16.179	7.0838e-59	1.2023e-56	full_name=long chain acyl-CoA synthetase 9. long chain acyl-CoA synthetase 9. Encodes major plastidic long chain acyl-CoA synthetase with a slight substrate preference of oleic acid over any of the other fatty acids.
AT2G05100	LHCB2.1	805.66	-2.3676	0.14703	-16.103	2.4429999999999998e-58	4.1077e-56	full_name=photosystem II light harvesting complex gene 2.1. photosystem II light harvesting complex protein 2.1. Lhcb2.1 protein encoding a subunit of the light harvesting complex II. Member of a gene family with high degree of sequence similarity. Initially LHCB2.3 was considered as a separate gene but appears to be an allele of LHCB2.1.
AT5G45690		13876	1.5357	0.095688	16.049	5.7709999999999995e-58	9.6135e-56	histone acetyltransferase (DUF1264).
AT5G57550	XTH25	2012.2	2.5944	0.16337	15.88	8.717800000000001e-57	1.4389e-54	full_name=xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglycosylase-related protein (XTR3)
AT3G48200		180.92	-5.6835	0.3585	-15.853	1.3304000000000002e-56	2.176e-54	transmembrane protein.
AT1G28590		196.49	-3.6933	0.23302	-15.85	1.4048e-56	2.2769e-54	GDSL-like Lipase/Acylhydrolase superfamily protein.
AT5G18450		285.76	2.6575	0.16887	15.737	8.4158e-56	1.3518999999999998e-53	Integrase-type DNA-binding superfamily protein. encodes a member of the DREB subfamily A-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are eight members in this subfamily including DREB2A AND DREB2B that are involved in response to drought.
AT5G58860	CYP86A1	425.83	-2.9708	0.18953	-15.675	2.2443999999999998e-55	3.5732999999999993e-53	full_name=cytochrome P450, family 86, subfamily A, polypeptide 1. cytochrome P450, family 86, subfamily A, polypeptide 1. Encodes a member of the CYP86A subfamily of cytochrome p450 genes.  Expressed significantly only in root tissue.
AT4G12800	PSAL	2256.7	-1.7946	0.11454	-15.668	2.4917999999999997e-55	3.932499999999999e-53	full_name=photosystem I subunit l. photosystem I subunit l. Encodes subunit L of photosystem I reaction center.
AT1G72100		1385.5	1.8254	0.11738	15.55	1.5817999999999997e-54	2.4746999999999997e-52	late embryogenesis abundant domain-containing protein / LEA domain-containing protein.
AT3G23810	SAHH2	564.27	-2.1096	0.13691	-15.409	1.4317999999999996e-53	2.2107e-51	full_name=S-adenosyl-l-homocysteine (SAH) hydrolase 2. S-adenosyl-l-homocysteine (SAH) hydrolase 2.
AT5G19410	ABCG23	419.64	-2.1202	0.1376	-15.408	1.4375999999999996e-53	2.2107e-51	full_name=ATP-binding cassette G23. ABC-2 type transporter family protein.
AT5G08250		284	-2.4339	0.158	-15.405	1.5230999999999997e-53	2.3221e-51	Cytochrome P450 superfamily protein.
AT5G62490	HVA22B	1735.9	2.6084	0.16957	15.382	2.1456999999999994e-53	3.244e-51	full_name=HVA22 homologue B. HVA22 homologue B. Part of the AtHVA22 family. Protein expression is ABA- and stress-inducible.
AT5G55750		412.01	2.211	0.14376	15.38	2.2181999999999996e-53	3.3256e-51	hydroxyproline-rich glycoprotein family protein.
AT5G37690		1001.1	-3.3206	0.21691	-15.309	6.674499999999998e-53	9.9241e-51	SGNH hydrolase-type esterase superfamily protein.
AT1G74470		2383.2	-1.5605	0.10231	-15.253	1.5704999999999998e-52	2.316e-50	Pyridine nucleotide-disulfide oxidoreductase family protein. Encodes for a multifunctional protein with geranylgeranyl reductase activity shown to catalyze the reduction of prenylated geranylgeranyl-chlorophyll a to phytyl-chlorophyll a (chlorophyll a) and free geranylgeranyl pyrophosphate to phytyl pyrophosphate.
AT1G70840	MLP31	274.27	3.4761	0.22805	15.243	1.8300999999999998e-52	2.6768999999999997e-50	full_name=MLP-like protein 31. MLP-like protein 31.
