AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT5G50750	RGP4	503.33	-5.0748	0.21844	-23.232	2.1771999999999993e-119	1.0159999999999998e-116	full_name=reversibly glycosylated polypeptide 4. reversibly glycosylated polypeptide 4. RGP4 is a reversibly glycosylated polypeptide. Analyses using tagged RGP4 suggest that it is present in the cytosol and in association with the Golgi apparatus. Recombinant RGP4 does not have UDP-arabinose mutase activity based on an in vitro assay even though the related RGP1, RGP2, and RGP3 proteins do have activity in the same assay. RGP4 can form complexes with RGP1 and RGP2. RGP4 is expressed during seed development.
AT5G41040	RWP1	500.14	-6.0327	0.26075	-23.136	2.02e-118	9.164499999999997e-116	full_name=REDUCED LEVELS OF WALL-BOUND PHENOLICS 1. HXXXD-type acyl-transferase family protein. Encodes a feruloyl-CoA transferase required for suberin synthesis. Has feruloyl-CoA-dependent feruloyl transferase activity towards substrates with a primary alcohol.
AT1G62380	ACO2	1394.7	-4.495	0.19433	-23.131	2.2673999999999997e-118	1.0008999999999998e-115	full_name=ACC oxidase 2. ACC oxidase 2. Encodes a protein similar to 1-aminocyclopropane-1-carboxylic oxidase (ACC oxidase). Expression of the AtACO2 transcripts is affected by ethylene.
AT4G34050	CCoAOMT1	457.31	-5.9838	0.25923	-23.083	6.885699999999998e-118	2.9595999999999996e-115	full_name=caffeoyl coenzyme A O-methyltransferase 1. S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT1G25530		478.87	-5.2181	0.23065	-22.624	2.5290999999999994e-113	1.0591999999999998e-110	Transmembrane amino acid transporter family protein.
AT3G03470	CYP89A9	671.79	-2.5615	0.11325	-22.619	2.8166e-113	1.1500999999999996e-110	full_name=cytochrome P450, family 87, subfamily A, polypeptide 9. cytochrome P450, family 87, subfamily A, polypeptide 9. member of CYP89A
AT1G23800	ALDH2B7	352.12	-4.6312	0.20516	-22.573	7.933799999999998e-113	3.160599999999999e-110	full_name=aldehyde dehydrogenase 2B7. aldehyde dehydrogenase 2B7. Encodes a mitochondrial aldehyde dehydrogenase; nuclear gene for mitochondrial product.
AT2G29500	HSP17.6B	1856.9	2.73	0.12109	22.546	1.4744999999999996e-112	5.733999999999998e-110	HSP20-like chaperones superfamily protein.
AT4G18425	DMP4	815.88	-4.8999	0.21756	-22.522	2.5067999999999994e-112	9.521799999999998e-110	transmembrane protein, putative (DUF679).
AT3G12120	FAD2	1095.4	-3.3497	0.15067	-22.232	1.6761999999999997e-109	6.221999999999998e-107	full_name=fatty acid desaturase 2. fatty acid desaturase 2. Major enzyme responsible for the synthesis of 18:2 fatty acids in the endoplasmic reticulum. Contains His-rich motifs, which contribute to the interaction with the electron donor cytochrome b5.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2.
AT5G12030	HSP17.6A	45019	2.6385	0.11895	22.182	5.147699999999999e-109	1.8683999999999998e-106	full_name=heat shock protein 17.6A. heat shock protein 17.6A. Encodes a cytosolic small heat shock protein with chaperone activity that is induced by heat and osmotic stress and is also expressed late in seed development.
AT2G25520		849.25	-2.6812	0.12111	-22.138	1.3477999999999997e-108	4.785499999999999e-106	Drug/metabolite transporter superfamily protein.
AT5G64190		680.72	-4.5	0.20455	-22	2.905899999999999e-107	1.0097999999999997e-104	neuronal PAS domain protein.
AT1G26800	MPSR1	638.97	3.3937	0.15475	21.931	1.3292999999999997e-106	4.523299999999999e-104	RING/U-box superfamily protein.
AT5G09480		633.11	-7.5975	0.34921	-21.756	6.025299999999999e-105	2.0083999999999996e-102	hydroxyproline-rich glycoprotein family protein.
AT1G73010	PS2	909.35	-3.3074	0.15287	-21.635	8.417399999999998e-104	2.7495999999999994e-101	full_name=phosphate starvation-induced gene 2. inorganic pyrophosphatase 1. Encodes PPsPase1, a pyrophosphate-specific phosphatase catalyzing the specific cleavage of pyrophosphate (Km 38.8 uM) with an alkaline catalytic pH optimum. Expression is upregulated in the shoot of cax1/cax3 mutant.
AT1G62080	TBA3	4959.4	-7.5636	0.35023	-21.596	1.9558999999999997e-103	6.263999999999998e-101	transmembrane protein.
AT3G05260		21084	1.6082	0.074516	21.581	2.6875999999999996e-103	8.441699999999998e-101	NAD(P)-binding Rossmann-fold superfamily protein.
AT2G47180	GolS1	3814.3	1.9276	0.089829	21.458	3.810699999999999e-102	1.1742999999999997e-99	full_name=galactinol synthase 1. galactinol synthase 1. GolS1 is a galactinol synthase that catalyzes the formation of galactinol from UDP-galactose and myo-inositol. GolS1 transcript levels rise in response to methyl viologen, an oxidative damage-inducing agent. Plants over-expressing GolS1 have increased tolerance to salt, chilling, and high-light stress.
AT5G65530	ATRLCK VI_A3	1285.4	-2.4025	0.11222	-21.409	1.0986999999999998e-101	3.3232999999999993e-99	Protein kinase superfamily protein. Encodes a protein kinase involved in mediating resistance to fungi and also trichome branch number. Kinase activity is increased by ROP6 which also affects its sub-cellular localization  (becomes localized to the cell periphery_
AT2G18050	HIS1-3	635.24	2.8214	0.13202	21.37	2.5270999999999997e-101	7.504699999999999e-99	full_name=histone H1-3. histone H1-3. encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA.
AT5G02380	MT2B	1818	-2.9033	0.13612	-21.329	6.053799999999999e-101	1.7656e-98	full_name=metallothionein 2B. metallothionein 2B. cysteine-rich protein with copper-binding activity
AT5G14180	MPL1	1262.4	3.9949	0.188	21.249	3.3767999999999996e-100	9.676099999999998e-98	full_name=Myzus persicae-induced lipase 1. Myzus persicae-induced lipase 1.
AT2G26250	KCS10	447.26	-5.2497	0.24798	-21.17	1.8081999999999996e-99	5.092099999999998e-97	full_name=3-ketoacyl-CoA synthase 10. 3-ketoacyl-CoA synthase 10. epidermis-specific, encodes KCS10, a putative 3-ketoacyl-CoA synthase. probably involved in the synthesis of long-chain lipids found in the cuticle.
AT2G14878		2842.4	1.6616	0.078913	21.056	2.0217e-98	5.596699999999999e-96	other_RNA.
AT1G05850	POM1	897.59	-2.1408	0.10185	-21.019	4.3571e-98	1.1860999999999999e-95	full_name=POM-POM1. Chitinase family protein. Encodes an endo chitinase-like protein AtCTL1.  Essential for tolerance to heat, salt and drought stresses.  Also involved in root hair development, cell expansion and response to cytokinin.  Allelic  to erh2. 11 alleles described in Hauser (1995). Mutant is defective in acquired thermotolerance, appears semidwarf throughout its life cycle and has extra lateral branches. There are two EMS alleles. Expression of AtHSP101 is not affected in the mutants.
AT4G36850		1072.7	-3.0831	0.14685	-20.994	7.4293e-98	1.9891999999999998e-95	PQ-loop repeat family protein / transmembrane family protein.
AT5G54000		1010.8	2.219	0.10597	20.94	2.3255999999999994e-97	6.126399999999999e-95	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT1G73680	ALPHA DOX2	419.87	-4.3672	0.20898	-20.897	5.663199999999998e-97	1.4681999999999994e-94	full_name=alpha dioxygenase. alpha dioxygenase. Encodes an alpha dioxygenase.  Recombinant protein catalyzes the conversion of a wide range of fatty acids into 2(R)-hydroperoxy derivatives.
AT4G03280	PETC	408.36	-3.5699	0.17282	-20.657	8.455499999999999e-95	2.1578999999999995e-92	full_name=photosynthetic electron transfer C. photosynthetic electron transfer C. Encodes the Rieske FeS center of cytochrome b6f complex. Gene is expressed in shoot but not in root. Mutant has reduced electron transport at saturating light intensities and Q-cycle activity is hypersensitive to acidification of the thylakoid lumen.
AT4G25200	HSP23.6-MITO	851.52	6.3248	0.30623	20.654	9.0654e-95	2.2778999999999995e-92	full_name=mitochondrion-localized small heat shock protein 23.6. mitochondrion-localized small heat shock protein 23.6. AtHSP23.6-mito mRNA, nuclear gene encoding mitochondrial
AT1G53540	HSP17.6C	1723.9	3.1238	0.1526	20.47	3.950599999999999e-93	9.776499999999998e-91	HSP20-like chaperones superfamily protein.
AT3G23090	WDL3	493.47	-2.7848	0.13669	-20.374	2.8696999999999995e-92	6.995699999999999e-90	TPX2 (targeting protein for Xklp2) protein family.
AT1G25422		718.87	-2.419	0.11895	-20.336	6.197799999999999e-92	1.4886e-89	hypothetical protein.
AT3G26290	CYP71B26	353.51	-3.1205	0.15414	-20.245	3.9198999999999994e-91	9.2787e-89	full_name=cytochrome P450, family 71, subfamily B, polypeptide 26. cytochrome P450, family 71, subfamily B, polypeptide 26. putative cytochrome P450
AT3G26330	CYP71B37	1208.3	-2.3929	0.11865	-20.169	1.8453999999999996e-90	4.305799999999999e-88	full_name=cytochrome P450, family 71, subfamily B, polypeptide 37. cytochrome P450, family 71, subfamily B, polypeptide 37. putative cytochrome P450
AT2G37460	UMAMIT12	316.4	-4.6714	0.23269	-20.076	1.1978999999999999e-89	2.7555999999999994e-87	full_name=Usually multiple acids move in and out Transporters 12. nodulin MtN21 /EamA-like transporter family protein. nodulin MtN21-like transporter family protein
AT3G25290		248.62	-4.7801	0.23946	-19.962	1.1749999999999997e-88	2.6654999999999995e-86	Auxin-responsive family protein.
AT5G59220	HAI1	473.93	-3.9311	0.19783	-19.872	7.165099999999999e-88	1.6030999999999996e-85	full_name=highly ABA-induced PP2C gene 1. PP2C protein (Clade A protein phosphatases type 2C). Encodes a member of the PP2C family (Clade A protein phosphatases type 2C). Functions as a negative regulator of osmotic stress and ABA signaling.
AT2G41260	M17	8458.9	7.6817	0.3866	19.87	7.417299999999999e-88	1.6370999999999997e-85	glycine-rich protein / late embryogenesis abundant protein (M17). Late-embryogenesis-abundant gene. Involved in the acquisition of desiccation tolerance during late phase of embryogenesis.
AT3G44460	DPBF2	332.13	-4.9116	0.24742	-19.851	1.0765999999999998e-87	2.3207999999999993e-85	Basic-leucine zipper (bZIP) transcription factor family protein. basic leucine zipper transcription factor (BZIP67), identical to basic leucine zipper transcription factor GI:18656053 from (Arabidopsis thaliana); identical to cDNA basic leucine zipper transcription factor (atbzip67 gene) GI:18656052.  Located in the nucleus and expressed during seed maturation in the cotyledons.
AT1G04660		1736.4	-4.2858	0.2159	-19.851	1.0798999999999997e-87	2.3207999999999993e-85	glycine-rich protein.
AT1G22430		349.41	-3.1267	0.15781	-19.813	2.3095999999999993e-87	4.8989999999999987e-85	GroES-like zinc-binding dehydrogenase family protein.
AT5G38780		337.82	3.4239	0.17484	19.583	2.1621999999999993e-85	4.527499999999999e-83	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT3G27200		288.58	-6.0391	0.30982	-19.493	1.271e-84	2.6276999999999995e-82	Cupredoxin superfamily protein.
AT2G33830	DRM2	832.49	4.2081	0.21625	19.459	2.4366999999999995e-84	4.974799999999999e-82	Dormancy/auxin associated family protein.
AT5G57260	CYP71B10	1017	2.1069	0.10844	19.43	4.336499999999999e-84	8.744099999999999e-82	full_name=cytochrome P450, family 71, subfamily B, polypeptide 10. cytochrome P450, family 71, subfamily B, polypeptide 10. putative cytochrome P450
AT3G58200		645.38	-2.0176	0.10433	-19.338	2.5477999999999996e-83	5.074799999999999e-81	TRAF-like family protein.
AT3G60290		331.72	-3.0268	0.157	-19.279	8.138799999999999e-83	1.6015999999999996e-80	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT1G78500	PEN6	384.49	-6.2032	0.32358	-19.17	6.567899999999999e-82	1.2770999999999998e-79	Terpenoid cyclases family protein. Encodes a protein with pentacyclic triterpene synthase activity. In addition to the compounds lupeol, &#945;-amyrin and bauerenol, this enzyme was also shown to produce two <i>seco</i>-triterpenes: &#945;- and &#946;-<i>seco</i>-amyrin.
AT3G07310		539.75	2.286	0.11934	19.156	8.586499999999999e-82	1.6498999999999998e-79	phosphoserine aminotransferase, putative (DUF760).
AT5G50315		615.83	-2.7651	0.14497	-19.074	4.190499999999999e-81	7.958599999999998e-79	transposable_element_gene.
AT5G51970	ATSDH	1691.9	1.4639	0.076848	19.05	6.604899999999999e-81	1.2399999999999997e-78	GroES-like zinc-binding alcohol dehydrogenase family protein. Encodes a putative sorbitol dehydrogenase that can be thiolated in vitro.
AT5G24590	TIP	798.93	-1.9618	0.10322	-19.005	1.5527999999999996e-80	2.8818999999999995e-78	full_name=TCV-interacting protein. TCV-interacting protein. Member of NAc protein family. Interacts with  turnip crinkle virus (TCV) capsid protein. Transcription factor  involved in regulating the defense response of Arabidopsis to TCV.
AT1G14170		552.82	-2.1417	0.11315	-18.928	6.6594999999999986e-80	1.2220999999999998e-77	RNA-binding KH domain-containing protein.
AT4G01610	ATCATHB3	1293.6	-2.592	0.13696	-18.925	7.033899999999999e-80	1.2764999999999998e-77	Cysteine proteinases superfamily protein.
AT1G62060	TBA2	405.63	-6.8175	0.36117	-18.876	1.7860999999999996e-79	3.2057999999999995e-77	transmembrane protein.
AT1G02500	SAM1	386.89	-3.1261	0.16574	-18.861	2.3719999999999997e-79	4.2110999999999994e-77	full_name=S-adenosylmethionine synthetase 1. S-adenosylmethionine synthetase 1. encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.
AT4G34710	ADC2	1472.9	-3.2452	0.17209	-18.858	2.5439999999999995e-79	4.467899999999999e-77	full_name=arginine decarboxylase 2. arginine decarboxylase 2. encodes a arginine decarboxylase (ADC), a rate-limiting enzyme that catalyzes the first step of polyamine (PA) biosynthesis via ADC pathway in Arabidopsis thaliana. Arabidopsis genome has two ADC paralogs, ADC1 and ADC2. ADC2 is stress-inducible (osmotic stress). Double mutant analysis showed that ADC genes are essential for the production of PA, and are required for normal seed development. Overexpression causes phenotypes similar to GA-deficient plants and these plants show reduced levels of GA due to lower expression levels of AtGA20ox1, AtGA3ox3 and AtGA3ox1.
AT1G22710	SUC2	288.89	-6.517	0.34609	-18.831	4.241799999999999e-79	7.370299999999998e-77	full_name=sucrose-proton symporter 2. sucrose-proton symporter 2. Encodes for a high-affinity  transporter essential for phloem loading and long-distance transport. A major sucrose transporter, AtSUC2 can also transport a wide range of physiological and synthetic glucose conjugates with both &#945;- or &#946;-linkage.
AT5G55620		451.39	-7.2426	0.3854	-18.793	8.673399999999999e-79	1.4911999999999997e-76	hypothetical protein.
AT3G04170		505.96	-6.1489	0.32751	-18.775	1.2127e-78	2.0631999999999998e-76	RmlC-like cupins superfamily protein.
AT5G64080	XYP1	2978	-2.2388	0.11925	-18.774	1.2329999999999998e-78	2.0761999999999997e-76	full_name=xylogen protein 1. Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT3G46230	HSP17.4	46716	2.1919	0.11694	18.744	2.1580999999999996e-78	3.5966999999999995e-76	full_name=heat shock protein 17.4. heat shock protein 17.4. member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds
AT1G14720	XTH28	526.99	-2.7836	0.14879	-18.708	4.2338999999999992e-78	6.984999999999999e-76	full_name=xyloglucan endotransglucosylase/hydrolase 28. xyloglucan endotransglucosylase/hydrolase 28. member of Glycoside Hydrolase Family 16
AT1G13640		1124.7	1.77	0.094619	18.707	4.3405e-78	7.0894e-76	Phosphatidylinositol 3- and 4-kinase family protein.
AT3G12670	emb2742	1337.6	-2.2457	0.12006	-18.704	4.571799999999999e-78	7.393099999999999e-76	full_name=embryo defective 2742. CTP synthase family protein.
AT5G10860	CBSX3	1351.4	1.5531	0.083296	18.646	1.3617999999999998e-77	2.1804999999999998e-75	full_name=CBS domain containing protein 3. Cystathionine beta-synthase (CBS) family protein. Encodes a single cystathionine beta-Synthase domain-containing protein. Modulates development by regulating the thioredoxin system.
AT2G19570	CDA1	438.85	-2.8198	0.15137	-18.629	1.8796999999999997e-77	2.9806999999999997e-75	full_name=cytidine deaminase 1. cytidine deaminase 1. Encodes a cytidine deaminase that deaminates cytidine and deoxycytidine and is competitively inhibited by cytosine-containing compounds.
AT3G02470	SAMDC	5096.2	-1.7642	0.094742	-18.621	2.1819e-77	3.4265999999999995e-75	full_name=S-adenosylmethionine decarboxylase. S-adenosylmethionine decarboxylase. Encodes a S-adenosylmethionine decarboxylase involved in polyamine biosynthesis.
AT3G48530	KING1	427.96	2.7153	0.14666	18.514	1.5839999999999998e-76	2.4639999999999996e-74	full_name=SNF1-related protein kinase regulatory subunit gamma 1. SNF1-related protein kinase regulatory subunit gamma 1.
AT1G15330		1545.2	2.6229	0.14217	18.449	5.315199999999999e-76	8.189799999999998e-74	Cystathionine beta-synthase (CBS) protein.
AT3G02550	LBD41	398.55	-3.4525	0.18725	-18.438	6.454699999999999e-76	9.852799999999997e-74	full_name=LOB domain-containing protein 41. LOB domain-containing protein 41.
AT2G41280	M10	19092	2.305	0.12511	18.424	8.502599999999999e-76	1.2859e-73	late embryogenesis abundant protein (M10) / LEA protein M10. Encodes a hydrophilic protein similar to Late Embryogenesis Activated (LEA) proteins expressed during embryogenesis, which are thought to be involved in the acquisition of dessication tolerance.
AT3G08860	PYD4	459.92	-3.8921	0.21128	-18.422	8.828899999999999e-76	1.3229999999999999e-73	full_name=PYRIMIDINE 4. PYRIMIDINE 4. Encodes a protein that is predicted to have beta-alanine aminotransferase activity.
AT5G62680	GTR2	299.53	-3.6487	0.19823	-18.407	1.1556e-75	1.7158999999999998e-73	full_name=GLUCOSINOLATE TRANSPORTER-2. Major facilitator superfamily protein. Encodes a high-affinity, proton-dependent glucosinolate-specific transporter that is crucial for the transport of both methionine- and tryptophan-derived glucosinolates to seeds.
AT1G21750	PDIL1-1	441.74	-2.4915	0.1355	-18.388	1.6403999999999998e-75	2.4136999999999997e-73	full_name=PDI-like 1-1. PDI-like 1-1. Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily; isoform contains non-consensus GA donor splice site at intron 9. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). Neither AtIRE1-2 nor AtbZIP60 appear to be required for this response.
AT5G04380		249.13	-3.2435	0.17658	-18.368	2.3678e-75	3.4529e-73	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT4G19380		240.62	-3.2167	0.17521	-18.359	2.8105999999999997e-75	4.062399999999999e-73	Long-chain fatty alcohol dehydrogenase family protein.
AT4G39090	RD19	619.67	-4.0199	0.21941	-18.321	5.612299999999999e-75	8.0409e-73	full_name=RESPONSIVE TO DEHYDRATION 19. Papain family cysteine protease. Similar to cysteine proteinases, induced by desiccation but not abscisic acid.  Required for RRS1-R mediated resistance against Ralstonia solanacearum.  Interacts with the R. solanacearum type III effector PopP2.  RD19 associates with PopP2 to form a nuclear complex that is required for activation of the RRS1-R%E2%80%93mediated resistance response.
AT1G23200	HMS	368.52	-7.3654	0.4029	-18.281	1.1721999999999997e-74	1.6647999999999996e-72	Plant invertase/pectin methylesterase inhibitor superfamily. Encodes a pectin methyl esterase involved in embryo development.
AT4G10250	ATHSP22.0	423.69	5.4322	0.29721	18.277	1.2515999999999998e-74	1.7621999999999997e-72	HSP20-like chaperones superfamily protein. Columbia endomembrane-localized small heat shock protein
