AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT1G01470	LEA14	5678	-0.28075	0.079421	-3.5349	4.0787e-4	0.137	full_name=LATE EMBRYOGENESIS ABUNDANT 14. Late embryogenesis abundant protein. Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.
AT3G25890	CRF11	422.97	0.56594	0.16025	3.5317	4.1295e-4	0.137	full_name=cytokinin response factor 11. Integrase-type DNA-binding superfamily protein. encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.
AT1G48780		53.006	1.2654	0.35914	3.5235	4.2588e-4	0.1384	hypothetical protein.
AT3G07850		32.168	1.7219	0.49096	3.5072	4.5286e-4	0.14354	Pectin lyase-like superfamily protein.
AT1G16750		6.1344	5.8704	1.6757	3.5032	4.5971e-4	0.14354	GPI-anchored adhesin-like protein, putative (Protein of unknown function, DUF547).
AT1G60090	BGLU4	19.411	2.1325	0.60972	3.4975	4.6966e-4	0.14383	full_name=beta glucosidase 4. beta glucosidase 4.
AT1G61720	BAN	10.152	-2.8614	0.82714	-3.4594	5.4142e-4	0.16083	full_name=BANYULS. NAD(P)-binding Rossmann-fold superfamily protein. Negative regulator of flavonoid biosynthesis, mutants accumulate flavonoid pigments in their seed coat, putative oxidoreductase. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium.
AT5G06750	APD8	2761.9	-0.30741	0.088915	-3.4574	5.4539e-4	0.16083	Protein phosphatase 2C family protein.
AT3G28750		90.982	1.1216	0.32562	3.4446	5.7191e-4	0.1623	hypothetical protein.
AT5G07410	PME48	27.123	1.8732	0.54406	3.443	5.753e-4	0.1623	Pectin lyase-like superfamily protein. Encodes a pectin methylesterase implicated in the remodeling of pectins in pollen.  Its expression is restricted to the male gametophyte (dry pollen, imbibed pollen and pollen tube). Mutants do not display any phenotype in the vegetative tissues. Pollen germination of KO mutant is strongly delayed in vivo and in vitro. Extra calcium restores the wild type phenotype in vitro.
AT5G50030		38.336	1.3441	0.39069	3.4404	5.8094e-4	0.1623	Plant invertase/pectin methylesterase inhibitor superfamily protein.
AT4G32940	GAMMA-VPE	1157.2	-0.38489	0.11205	-3.4349	5.9277e-4	0.16275	full_name=gamma vacuolar processing enzyme. gamma vacuolar processing enzyme. Encodes a vacuolar processing enzyme belonging to a novel group of cysteine proteinases that is expressed in vegetative organs and is upregulated in association with various types of cell death and under stressed conditions. They are essential in processing seed storage proteins and for mediating the susceptible response of toxin-induced cell death.
AT2G27510	FD3	1969.4	0.46613	0.13682	3.4069	6.5695e-4	0.17731	full_name=ferredoxin 3. ferredoxin 3.
AT2G24450	FLA3	29.471	1.7304	0.51019	3.3917	6.9469e-4	0.18437	full_name=FASCICLIN-like arabinogalactan protein 3 precursor. FASCICLIN-like arabinogalactan protein 3 precursor.
AT2G16586		2264.7	-0.3274	0.096888	-3.3792	7.2703e-4	0.18979	transmembrane protein.
AT1G78460		35.415	1.4541	0.43306	3.3578	7.8553e-4	0.20175	SOUL heme-binding family protein.
AT3G05610		46.847	1.2885	0.38691	3.3302	8.6791e-4	0.21673	Plant invertase/pectin methylesterase inhibitor superfamily.
AT1G55860	UPL1	2879.6	-0.27245	0.081933	-3.3253	8.8331e-4	0.21673	full_name=ubiquitin-protein ligase 1. LOW protein: E3 ubiquitin ligase-like protein. encodes a ubiquitin-protein ligase containing a HECT domain. There are six other HECT-domain UPLs in Arabidopsis.
AT5G25340		5.0961	5.5815	1.6787	3.3248	8.8469e-4	0.21673	Ubiquitin-like superfamily protein.
AT1G61563	RALFL8	41.14	1.4472	0.43699	3.3118	9.2706e-4	0.22367	full_name=ralf-like 8. ralf-like 8. Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.
AT5G65310	HB5	194.43	0.63419	0.19244	3.2956	9.8227e-4	0.23346	full_name=homeobox protein 5. homeobox protein 5. Encodes a class I HDZip (homeodomain-leucine zipper) protein that is a positive regulator of ABA-responsiveness, mediating the inhibitory effect of ABA on growth during seedling establishment.
AT1G28540		649.74	-0.40653	0.1243	-3.2705	0.0010736	0.24943	transmembrane protein.
AT5G42830		149.39	0.69514	0.21286	3.2657	0.001092	0.24943	HXXXD-type acyl-transferase family protein.
AT3G10420	SPD1	992.64	-0.43596	0.13354	-3.2645	0.0010965	0.24943	full_name=SEEDLING PLASTID DEVELOPMENT 1. P-loop containing nucleoside triphosphate hydrolases superfamily protein.
AT3G57690	AGP23	23.585	1.7372	0.53461	3.2495	0.0011562	0.25932	full_name=arabinogalactan protein 23. arabinogalactan protein 23. Encodes a putative arabinogalactan-protein (AGP23).
AT5G11840		390.57	0.49885	0.1538	3.2434	0.001181	0.2612	YCF36, putative (DUF1230).
AT1G70840	MLP31	16707	-0.2397	0.07409	-3.2353	0.0012153	0.26479	full_name=MLP-like protein 31. MLP-like protein 31.
AT5G20950	BGLC1	330.21	0.71778	0.2221	3.2317	0.0012305	0.26479	Glycosyl hydrolase family protein.
AT5G51070	ERD1	2677.1	-0.28172	0.087357	-3.2249	0.00126	0.26649	full_name=EARLY RESPONSIVE TO DEHYDRATION 1. Clp ATPase. ATP-dependent Clp protease regulatory subunit
AT1G30510	RFNR2	232.77	0.83963	0.26057	3.2223	0.0012719	0.26649	full_name=root FNR 2. root FNR 2. Encodes a root-type ferredoxin:NADP(H) oxidoreductase.
AT1G56600	GolS2	9359.8	-0.35109	0.10912	-3.2175	0.0012933	0.26746	full_name=galactinol synthase 2. galactinol synthase 2. GolS2 is a galactinol synthase that catalyzes the formation of galactinol from UDP-galactose and myo-inositol. GolS2 transcript levels rise in response to methyl viologen, an oxidative damage-inducing agent. Plants over-expressing GolS2 have increased tolerance to salt, chilling, and high-light stress.
AT4G39780		97.533	0.85059	0.26477	3.2126	0.0013153	0.26852	Integrase-type DNA-binding superfamily protein. encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 8 members in this subfamily including RAP2.4.
AT3G01990	ACR6	515.33	-0.45855	0.14316	-3.2031	0.0013595	0.27266	full_name=ACT domain repeat 6. ACT domain repeat 6. Member of a small family of ACT domain containing proteins in Arabidopsis. ACT domains are involved in amino acid binding.
AT5G13930	TT4	23.247	-1.5972	0.49922	-3.1994	0.0013771	0.27266	full_name=TRANSPARENT TESTA 4. Chalcone and stilbene synthase family protein. Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism.
AT1G02930	GSTF6	191.69	0.66111	0.2069	3.1954	0.0013966	0.27266	full_name=glutathione S-transferase 6. glutathione S-transferase 6. Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G33415		308.37	-0.4682	0.14674	-3.1907	0.0014195	0.27266	Natural antisense transcript overlaps with AT1G33420 and AT1G33430. Potential natural antisense gene, locus overlaps with AT1G33420 and AT1G33430 Natural antisense transcript overlaps with AT1G33420 and AT1G33430
AT1G31480	SGR2	1013.7	-0.32349	0.1014	-3.1903	0.0014212	0.27266	full_name=SHOOT GRAVITROPISM 2. shoot gravitropism 2 (SGR2). encodes a novel protein that may be part of a gene family represented by bovine phosphatidic acid-preferring phospholipase A1 (PA-PLA1)containing a putative transmembrane domain. SGR2 is involved in the formation and function of the vacuole.
AT3G28810		13.498	2.334	0.73419	3.179	0.0014779	0.28017	mediator of RNA polymerase II transcription subunit-like protein, putative (DUF1216).
AT4G19170	NCED4	1646	-0.42373	0.13354	-3.1731	0.0015083	0.2804	full_name=nine-cis-epoxycarotenoid dioxygenase 4. nine-cis-epoxycarotenoid dioxygenase 4. chloroplast-targeted member of a family of  enzymes similar to nine-cis-epoxycarotenoid dioxygenase
AT4G02380	SAG21	76.137	0.96005	0.30267	3.1719	0.0015143	0.2804	full_name=senescence-associated gene 21. senescence-associated gene 21. Encodes AtLEA5 (late embryogenesis abundant like protein).  Also known as SENESCENCE-ASSOCIATED GENE 21 (SAG21).  Has a role on oxidative stress tolerance. mRNA levels are elevated in response to various stresses.
AT3G61160		40.364	1.5185	0.48105	3.1567	0.0015957	0.28689	Protein kinase superfamily protein.
AT3G21370	BGLU19	96092	-0.40678	0.12889	-3.1561	0.0015991	0.28689	full_name=beta glucosidase 19. beta glucosidase 19.
AT5G62240	TPXL8	4.6799	5.4721	1.7347	3.1546	0.0016073	0.28689	Cell cycle regulated microtubule associated protein.
AT3G61070	PEX11E	635.77	0.38657	0.12264	3.152	0.0016214	0.28689	full_name=peroxin 11E. peroxin 11E. member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.
AT1G04410	c-NAD-MDH1	1678.9	0.46295	0.14734	3.1421	0.0016775	0.29354	full_name=cytosolic-NAD-dependent malate dehydrogenase 1. Lactate/malate dehydrogenase family protein. predicted to encode a cytosolic malate dehydrogenase.
AT1G64190	PGD1	288.1	0.726	0.23249	3.1228	0.0017915	0.30442	6-phosphogluconate dehydrogenase family protein.
AT1G74710	EDS16	788.18	-0.34992	0.11208	-3.1222	0.0017951	0.30442	full_name=ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16. ADC synthase superfamily protein. Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870).
AT5G45690		50061	-0.27022	0.086555000000000007	-3.1219	0.001797	0.30442	histone acetyltransferase (DUF1264).
AT3G58030	MUSE1	404.07	-0.60162	0.19337	-3.1112	0.0018632	0.31232	RING/U-box superfamily protein.
AT2G02860	SUT2	552.4	-0.38749	0.12507	-3.0981	0.0019474	0.31877	full_name=sucrose transporter 2. sucrose transporter 2. encodes a sucrose transporter in sieve elements and a number of sink tissues and cell types. Gene expression is induced by wounding.
AT5G47000		24.045	1.624	0.52442	3.0968	0.0019565	0.31877	Peroxidase superfamily protein.
AT3G05590	RPL18	2053.8	0.37186	0.12011	3.096	0.0019618	0.31877	full_name=ribosomal protein L18. ribosomal protein L18. Encodes cytoplasmic ribosomal protein L18.
AT1G48090		2069.2	-0.27529	0.08908	-3.0903	0.0019994	0.32159	calcium-dependent lipid-binding family protein.
AT3G21090	ABCG15	46.79	1.2283	0.39824	3.0844	0.0020399	0.32483	full_name=ATP-binding cassette G15. ABC-2 type transporter family protein.
AT5G45860	PYL11	367.4	-0.39976	0.1298	-3.0799	0.0020707	0.32647	full_name=PYR1-like 11. PYR1-like 11. Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2.
AT2G28840	XBAT31	172.66	0.60991	0.19862	3.0707	0.0021353	0.33335	full_name=XB3 ortholog 1 in Arabidopsis thaliana. hypothetical protein.
AT1G14940		5441.8	-0.38209	0.12469	-3.0643	0.0021821	0.33466	Polyketide cyclase/dehydrase and lipid transport superfamily protein.
AT5G62710		4.3786	5.3557	1.7481	3.0638	0.0021856000000000002	0.33466	Leucine-rich repeat protein kinase family protein.
AT3G26740	CCL	16.613	1.8704	0.61422	3.0452	0.0023251	0.34698	full_name=CCR-like. CCR-like protein. transcripts are  differentially regulated at the level of mRNA stability at different times of day controlled by the circadian clock. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.
AT5G04180	ACA3	37.792	1.2525	0.4113	3.0452	0.0023256	0.34698	full_name=alpha carbonic anhydrase 3. alpha carbonic anhydrase 3.
AT1G75240	HB33	297.39	0.76437	0.25128	3.0419	0.0023507	0.34698	full_name=homeobox protein 33. homeobox protein 33. Encodes a zinc finger-homeodomain transcription factor ZHD5.  Nuclear import and DNA binding of the ZHD5 transcription factor is modulated by a competitive peptide inhibitor MIF1 (AT1G74660).
AT1G17540		4.6159	5.4496	1.7952	3.0356	0.0024007	0.34698	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein.
AT1G49600	RBP47A	1369.4	0.41858	0.13797	3.0339	0.0024138	0.34698	full_name=RNA-binding protein 47A. RNA-binding protein 47A.
AT3G01240		51.528	1.0752	0.35457	3.0326	0.0024249	0.34698	splicing regulatory glutamine/lysine-rich-like protein.
AT1G14420	AT59	26.693	1.523	0.50237	3.0316	0.0024328	0.34698	Pectate lyase family protein.
AT5G57550	XTH25	42237	-0.41382	0.13655	-3.0306	0.0024405	0.34698	full_name=xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglycosylase-related protein (XTR3)
AT1G70320	UPL2	5796.1	-0.24278	0.080305	-3.0232	0.002501	0.34996	full_name=ubiquitin-protein ligase 2. ubiquitin-protein ligase 2. encodes a ubiquitin-protein ligase-like protein containing a HECT domain. There are six other HECT-domain UPLs in Arabidopsis.
AT2G32060		837.3	0.44606	0.14757	3.0227	0.0025054	0.34996	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein.
AT5G41670	PGD3	535.48	0.6392	0.21203	3.0147	0.0025723	0.35618	6-phosphogluconate dehydrogenase family protein.
AT5G53150		206.7	0.50072	0.16692	2.9997	0.0027021	0.3702	DnaJ heat shock amino-terminal domain protein.
AT2G39980		1481.1	0.33865	0.11297	2.9977	0.00272	0.3702	HXXXD-type acyl-transferase family protein.
AT1G22930		3113.9	-0.27785	0.092986	-2.988	0.0028078	0.37892	T-complex protein 11.
AT3G48930	EMB1080	1163.6	0.46646	0.15638	2.9828	0.0028562	0.3822	full_name=embryo defective 1080. Nucleic acid-binding, OB-fold-like protein.
AT5G01520	AIRP2	1380.8	-0.50452	0.16948	-2.9768	0.0029123	0.38367	full_name=ABA Insensitive RING Protein 2. RING/U-box superfamily protein.
AT3G13960	GRF5	360.94	0.68932	0.23159	2.9765	0.0029153	0.38367	full_name=growth-regulating factor 5. growth-regulating factor 5. Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development and expressed in root, shoot and flower.
AT2G25625	CV	1007.2	-0.44752	0.15071	-2.9694	0.0029841	0.38949	histone deacetylase-like protein.
AT1G17010		5455.1	-0.30933	0.10452	-2.9596	0.0030802	0.39877	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT5G42800	DFR	11.919	-2.0508	0.69453	-2.9528	0.0031486	0.40434	full_name=dihydroflavonol 4-reductase. dihydroflavonol 4-reductase. dihydroflavonol reductase. Catalyzes the conversion of dihydroquercetin to leucocyanidin in the biosynthesis of anthocyanins. Not expressed in roots (qRT-PCR).
AT3G53800	Fes1B	4.1737	5.3011	1.7991	2.9465	0.0032143	0.40948	full_name=Fes1B. Fes1B. Encodes one of the Arabidopsis orthologs of the human Hsp70-binding protein 1 (HspBP-1) and yeast Fes1p: Fes1A (AT3G09350), Fes1B (AT3G53800), Fes1C (AT5G02150).
AT2G26410	Iqd4	9.9368	2.8937	0.98457	2.939	0.0032925	0.41556	full_name=IQ-domain 4. IQ-domain 4.
AT1G47670		3.7955	5.1577	1.7561	2.937	0.0033142	0.41556	Transmembrane amino acid transporter family protein.
AT3G53890	EVR1	288.36	0.54604	0.1866	2.9262	0.003431	0.42434	Ribosomal protein S21e.
AT5G13370	GH3.15	1263.6	0.31284	0.10693	2.9256	0.0034376	0.42434	Auxin-responsive GH3 family protein.
AT5G58420		1075.4	0.44142	0.15138	2.916	0.0035458	0.42948	Ribosomal protein S4 (RPS4A) family protein.
AT5G20390		20.064	1.6995	0.58304	2.915	0.0035574	0.42948	Glycosyl hydrolase superfamily protein.
AT3G14040		29.702	1.306	0.44907	2.9082	0.0036348	0.42948	Pectin lyase-like superfamily protein.
AT5G06980	LNK4	739.74	0.36245	0.12475	2.9053	0.0036689	0.42948	hypothetical protein.
AT2G41530	SFGH	648.08	0.32212	0.11089	2.9049	0.0036736	0.42948	full_name=S-formylglutathione hydrolase. S-formylglutathione hydrolase. Encodes a protein with S-formylglutathione hydrolase activity.
AT1G12820	AFB3	168.64	0.58281	0.20071	2.9038	0.0036864	0.42948	full_name=auxin signaling F-box 3. auxin signaling F-box 3. Auxin receptor involved in primary and lateral root growth inhibition in response to nitrate. Target of miR393. Induced by nitrate in primary roots.
ATMG00160	cox2	94.851	0.73553	0.25339	2.9027	0.0036994	0.42948	
AT3G15380	CHER1	386.81	0.38864	0.13396	2.9012	0.0037179	0.42948	Plasma-membrane choline transporter family protein. Encodes a member of a choline transporter-like protein family that facilitates choline transport, localizes to the trans-Golgi network, and during cytokinesis is associated with the phragmoplast. Loss-of-function results in an altered choline metabolite profile, defects in sieve plate and sieve pore formation and impaired phloem transport.
AT3G04840		1357	0.37496	0.12932	2.8996	0.0037367	0.42948	Ribosomal protein S3Ae.
AT4G21960	PRXR1	468.88	0.42646	0.14713	2.8985	0.0037489	0.42948	Peroxidase superfamily protein. Encodes AT4g21960 (AT4g21960/T8O5_170).
AT4G34260	FUC95A	15.946	1.8666	0.64498	2.894	0.0038037	0.43265	1,2-alpha-L-fucosidase.
AT2G47610		2117.3	0.36572	0.12656	2.8898	0.0038552	0.43495	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein.
AT3G21380		22336	-0.31642	0.10957	-2.8879	0.0038786	0.43495	Mannose-binding lectin superfamily protein.
