AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT5G15530	BCCP2	1229.7	-2.3828	0.11069	-21.527	8.697999999999999e-103	6.316199999999999e-100	full_name=biotin carboxyl carrier protein 2. biotin carboxyl carrier protein 2. biotin carboxyl carrier protein isoform 2 (BCCP2) mRNA,
AT4G00380	FDM2	857.84	-2.4456	0.11434	-21.389	1.6831999999999997e-101	1.1734e-98	full_name=factor of DNA methylation 2. XH/XS domain-containing protein. Belongs to a subgroup of SGS3-like proteins that act redundantly in RNA-directed DNA methylation: AT1G15910 (FDM1), AT4G00380 (FDM2), AT3G12550 (FDM3), AT1G13790 (FDM4), AT1G80790 (FDM5).
AT1G54870		21471	2.4167	0.11376	21.243	3.8502999999999994e-100	2.580899999999999e-97	NAD(P)-binding Rossmann-fold superfamily protein. ChlADR is an aldehyde reductase that catalyzes the reduction of the aldehyde carbonyl groups on saturated and alpha,beta-unsaturated aldehydes with more than 5 carbons in vitro. The N-terminal region of this protein directs GFP to the chloroplast where where ChlADR likely helps to maintain the photosynthetic process by detoxifying reactive carbonyls formed during lipid peroxidation. In addition, this enzyme can also reduce cis-3-hexenal, a major plant volatile compound that contributes to green leaf odor, as well as methylglyoxal in vitro.
AT5G52300	LTI65	1763.1	2.82	0.13308	21.19	1.1769999999999998e-99	7.597399999999998e-97	full_name=LOW-TEMPERATURE-INDUCED 65. CAP160 protein. encodes a protein that is induced in expression in response to water deprivation such as cold, high-salt, and dessication. The response appears to be via abscisic acid. The promoter region contains two ABA-responsive elements (ABREs) that are required for the dehydration-responsive expression of rd29B as cis-acting elements. Protein is a member of a gene family with other members found plants, animals and fungi.
AT5G51210	OLEO3	3810.8	-1.8575	0.088542	-20.979	1.0155999999999997e-97	6.321099999999999e-95	full_name=oleosin3. oleosin3. Encodes oleosin3, a protein found in oil bodies, involved in seed lipid accumulation.
AT5G66400	RAB18	12164	2.614	0.12745	20.51	1.7680999999999996e-93	1.0625999999999998e-90	full_name=RESPONSIVE TO ABA 18. Dehydrin family protein. Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. ABA- and drought-induced glycine-rice dehydrin protein.  The ABA-induced expression of RAB18 was reduced following ACC application, indicating that ethylene inhibits the ABA signaling pathway.  RAB18 is also expressed in response to the formation of the phospholipid diacylglycerol pyrophosphate. COR47 and RAB18 double overexpressor plants are cold tolerant. Expressed in guard cells.
AT3G47470	LHCA4	444.9	-2.9275	0.14323	-20.439	7.590999999999998e-93	4.409899999999999e-90	full_name=light-harvesting chlorophyll-protein complex I subunit A4. light-harvesting chlorophyll-protein complex I subunit A4. Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins.
AT3G46230	HSP17.4	649.15	3.7074	0.18453	20.091	8.911599999999998e-90	5.010099999999999e-87	full_name=heat shock protein 17.4. heat shock protein 17.4. member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds
AT3G21055	PSBTN	278.23	-5.2363	0.26262	-19.938	1.8868999999999997e-88	1.0276999999999997e-85	full_name=photosystem II subunit T. photosystem II subunit T. Encodes photosystem II 5 kD protein subunit PSII-T. This is a nuclear-encoded gene (PsbTn) which also has a plastid-encoded paralog (PsbTc).
AT2G42560	LEA25	3149.4	3.1863	0.15993	19.924	2.543199999999999e-88	1.3430999999999996e-85	late embryogenesis abundant domain-containing protein / LEA domain-containing protein.
AT1G18100	E12A11	1426	-2.1736	0.10917	-19.911	3.292999999999999e-88	1.6879999999999995e-85	PEBP (phosphatidylethanolamine-binding protein) family protein. Encodes a member of the FT and TFL1 family of phosphatidylethanolamine-binding proteins. It is expressed in seeds and up-regulated in response to ABA. Loss of function mutants show decreased rate of germination in the presence of ABA. ABA dependent regulation is mediated by both ABI3 and ABI5. ABI5 promotes MFT expression, primarily in the radicle-hypocotyl transition zone and ABI3 suppresses it in the seed.
AT5G39720	AIG2L	995.68	3.1595	0.16086	19.641	6.921899999999999e-86	3.4466999999999996e-83	full_name=avirulence induced gene 2 like protein. avirulence induced protein 2 like protein.
AT1G20340	DRT112	246.93	-4.0728	0.20875	-19.511	8.935499999999997e-85	4.325799999999999e-82	full_name=DNA-DAMAGE-REPAIR/TOLERATION PROTEIN 112. Cupredoxin superfamily protein. recombination and DNA-damage resistance protein (DRT112)  One of two Arabidopsis plastocyanin genes. Predominant form, expressed 10x higher than PETE1. PETE2 is thought to be post-transcriptionally regulated via copper accumulation and is involved in copper homeostasis. Mutation of this gene does not have obvious effect on photosynthesis. In plsp1-1 mutant plastids, the nonmature form of the protein localizes in the membrane.
AT1G32060	PRK	498.24	-2.9635	0.1521	-19.484	1.5062999999999998e-84	7.094999999999999e-82	full_name=phosphoribulokinase. phosphoribulokinase.
AT1G15910	FDM1	622.61	-2.6635	0.13681	-19.468	2.0352999999999997e-84	9.334599999999999e-82	full_name=factor of DNA methylation 1. XH/XS domain-containing protein. Belongs to a subgroup of SGS3-like proteins that act redundantly in RNA-directed DNA methylation: AT1G15910 (FDM1), AT4G00380 (FDM2), AT3G12550 (FDM3), AT1G13790 (FDM4), AT1G80790 (FDM5).
AT3G26650	GAPA	514.38	-2.7719	0.14528	-19.08	3.708399999999999e-81	1.6571999999999997e-78	full_name=glyceraldehyde 3-phosphate dehydrogenase A subunit. glyceraldehyde 3-phosphate dehydrogenase A subunit. Encodes one of the two subunits forming the photosynthetic glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and as such a constituent of the supramolecular complex with phosphoribulokinase (PRK) thought to be linked by a small peptide encoded by CP12-2. GapA-1 is coordinately expressed by light with PRK and CP12-2. The enzyme activity, tested in leaf protein extracts dropped significantly after external sucrose treatment for the photosynthetic GAPDH (NADPH-dependent) but not for the cytosolic GAPDH (NADH-dependent).
AT1G26400	ATBBE5	414.65	3.2392	0.17068	18.979	2.5633999999999992e-80	1.1168999999999998e-77	FAD-binding Berberine family protein.
AT1G30380	PSAK	233.31	-4.601	0.2449	-18.787	9.594599999999999e-79	4.0784e-76	full_name=photosystem I subunit K. photosystem I subunit K. Encodes subunit K of photosystem I reaction center.
AT3G53040		1264.7	3.39	0.18104	18.725	3.0845999999999994e-78	1.28e-75	late embryogenesis abundant protein, putative / LEA protein.
AT5G55730	FLA1	289.12	-3.8136	0.20675	-18.445	5.724199999999999e-76	2.3199999999999997e-73	full_name=FASCICLIN-like arabinogalactan 1. FASCICLIN-like arabinogalactan 1. Encodes fasciclin-like arabinogalactan-protein 1 (Fla1). fla1 mutants show defects in shoot regeneration.
AT1G44575	NPQ4	537.2	-2.8138	0.15422	-18.245	2.2519999999999995e-74	8.835299999999998e-72	full_name=NONPHOTOCHEMICAL QUENCHING 4. Chlorophyll A-B binding family protein. Encoding PSII-S (CP22), a ubiquitous pigment-binding protein associated with photosystem II (PSII) of higher plants. Involved in nonphotochemical quenching rather than in photosynthesis. Mutant has a normal violaxanthin cycle but has a limited capacity of quenching singlet excited chlorophylls and is tolerant to lipid peroxidation.
AT2G26330	ER	1112.4	-1.879	0.10299	-18.245	2.2812999999999997e-74	8.835299999999998e-72	full_name=ERECTA. Leucine-rich receptor-like protein kinase family protein. Homologous to receptor protein kinases. Involved in specification of organs originating from the shoot apical meristem. Contains a cytoplasmic protein kinase catalytic domain, a transmembrane region, and an extracellular leucine-rich repeat.  ER has been identified as a quantitative trait locus for transpiration efficiency by influencing epidermal and mesophyll development, stomatal density and porosity of leaves. It has been implicated in resistance to the bacterium Ralstonia solanacearum and to the necrotrophic fungus Plectosphaerella cucumerina.  Together with ERL1 and ERL2, ER governs the initial decision of protodermal cells to either divide proliferatively to produce pavement cells or divide asymmetrically to generate stomatal complexes.
AT2G06520	PSBX	261.97	-4.4367	0.24582	-18.048	8.1425e-73	3.084899999999999e-70	full_name=photosystem II subunit X. photosystem II subunit X. Encodes a protein with sequence similarity to the spinach photosystem II subunit PsbX.
AT3G19820	DWF1	981.14	-1.8649	0.1038	-17.966	3.605699999999999e-72	1.3369999999999999e-69	full_name=DWARF 1. cell elongation protein / DWARF1 / DIMINUTO (DIM). Involved in the conversion of the early brassinosteroid precursor  24-methylenecholesterol to campesterol. Brassinosteroids affect cellular elongation. Mutants have dwarf phenotype.  DWF1 is a Ca2+-dependent calmodulin-binding protein.
AT5G20960	AO1	989.07	2.0053	0.11178	17.939	5.866999999999999e-72	2.1301999999999997e-69	full_name=aldehyde oxidase 1. aldehyde oxidase 1. Encodes aldehyde oxidase AA01.
AT4G15560	CLA1	379.74	-2.7716	0.15577	-17.793	8.054499999999998e-71	2.8647999999999997e-68	full_name=CLOROPLASTOS ALTERADOS 1. Deoxyxylulose-5-phosphate synthase. Encodes a protein with 1-deoxyxylulose 5-phosphate synthase activity involved in the MEP pathway. It is essential for chloroplast development in Arabidopsis
AT3G61470	LHCA2	213.74	-4.788	0.27007	-17.729	2.5222999999999996e-70	8.791799999999999e-68	full_name=photosystem I light harvesting complex gene 2. photosystem I light harvesting complex protein. Encodes a component of the light harvesting antenna complex of photosystem I.
AT1G62500	DEG27	5386.4	-2.2747	0.12852	-17.7	4.203199999999999e-70	1.4363999999999998e-67	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT4G05180	PSBQ-2	264.59	-5.7008	0.32431	-17.578	3.6242999999999996e-69	1.2146999999999998e-66	full_name=photosystem II subunit Q-2. photosystem II subunit Q-2. Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.
AT3G15280		1222.4	2.8633	0.16302	17.564	4.6406e-69	1.5259999999999996e-66	hypothetical protein.
AT4G23990	CSLG3	197.74	5.1969	0.29801	17.439	4.196e-68	1.3542e-65	full_name=cellulose synthase like G3. cellulose synthase like G3. encodes a protein similar to cellulose synthase
AT1G25422		323.63	2.7212	0.15623	17.418	6.0588999999999995e-68	1.9199e-65	hypothetical protein.
AT5G27200	ACP5	190.55	-4.2636	0.24485	-17.413	6.6131999999999994e-68	2.0581e-65	full_name=acyl carrier protein 5. acyl carrier protein 5. encodes an acyl carrier protein
AT1G12230	GSM2-LIKE	709.65	-1.8934	0.10883	-17.397	8.6971e-68	2.6591999999999997e-65	Aldolase superfamily protein.
AT5G48850	ATSDI1	618.41	3.3776	0.19534	17.291	5.525299999999999e-67	1.6601999999999996e-64	full_name=SULPHUR DEFICIENCY-INDUCED 1. Tetratricopeptide repeat (TPR)-like superfamily protein. homologous to the wheat sulphate deficiency-induced gene sdi1. Expression in root and leaf is induced by sulfur starvation. Knockout mutants retained higher root and leaf sulfate concentrations, indicating a role in regulation of stored sulfate pools.
AT3G05020	ACP1	1771.6	-1.6977	0.098555	-17.226	1.7049999999999995e-66	5.036399999999999e-64	full_name=acyl carrier protein 1. acyl carrier protein 1. encodes an acyl carrier protein expressed in leaves, roots, and dry seeds. Protein is not regulated by light.
AT3G58450	USP	2712.7	2.2609	0.13178	17.156	5.647199999999999e-66	1.6402999999999997e-63	Adenine nucleotide alpha hydrolases-like superfamily protein.
AT1G16030	Hsp70b	693.4	2.5837	0.15091	17.12	1.0467e-65	2.9903999999999997e-63	full_name=heat shock protein 70B. heat shock protein 70B.
AT1G29910	CAB3	255.35	-5.9342	0.34839	-17.034	4.6291999999999996e-65	1.2825999999999998e-62	full_name=chlorophyll A/B binding protein 3. chlorophyll A/B binding protein 3. member of Chlorophyll a/b-binding protein family
AT1G04380		231.8	-3.5895	0.21073	-17.033	4.6363e-65	1.2825999999999998e-62	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein. encodes a protein similar to a 2-oxoglutarate-dependent dioxygenase
AT5G23940	PEL3	266.72	-3.3379	0.19667	-16.971	1.3347999999999998e-64	3.6347999999999995e-62	full_name=PERMEABLE LEAVES3. HXXXD-type acyl-transferase family protein. Encodes PERMEABLE LEAVES3 (PEL3), a putative acyl-transferase.  Mutation in this locus results in altered trichome phenotype (trcichomes become tangled during leaf expansion).  Additional phenotype includes altered cuticle layer.
AT1G14930		5059.9	1.8224	0.10924	16.682	1.7583999999999998e-62	4.7146999999999994e-60	Polyketide cyclase/dehydrase and lipid transport superfamily protein.
AT3G14240		605.14	-2.1171	0.12704	-16.665	2.3552999999999997e-62	6.219499999999999e-60	Subtilase family protein.
AT5G07030		619.23	-2.1029	0.12805	-16.423	1.3176999999999997e-60	3.4276e-58	Eukaryotic aspartyl protease family protein.
AT1G16850		863.77	2.0103	0.12361	16.263	1.7980999999999998e-59	4.6084000000000004e-57	transmembrane protein.
AT3G15820	ROD1	286.49	-2.6664	0.1645	-16.209	4.3245999999999995e-59	1.0923e-56	full_name=REDUCED OLEATE DESATURATION 1. phosphatidic acid phosphatase-related / PAP2-like protein. Functions as phosphatidylcholine:diacylglycerol cholinephosphotransferase, a major reaction for the transfer of 18:1 into phosphatidylcholine for desaturation  and also for the reverse transfer of 18:2 and 18:3 into the triacylglycerols  synthesis pathway
AT4G17790		1433.7	-1.4709	0.090772	-16.204	4.7381e-59	1.1796000000000001e-56	SNARE associated Golgi protein family.
AT1G67740	PSBY	313.41	-2.702	0.16707	-16.173	7.7734e-59	1.9081e-56	full_name=photosystem II BY. photosystem II BY. PsbY precursor (psbY) mRNA. This single nuclear gene is imported into the chloroplasts where it is processed into two integral membrane proteins with identical topology (PsbY-1 and PsbY-2). The protein appears to bind manganese but its role is not well understood.
AT1G17010		169.72	5.1139	0.31739	16.112	2.0909999999999998e-58	5.0615e-56	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT2G40170	GEA6	375.14	3.6502	0.2266	16.109	2.2056e-58	5.2657000000000005e-56	full_name=LATE EMBRYOGENESIS ABUNDANT 6. Stress induced protein. Encodes a group 1 LEA gene that is activated by direct binding of ABI5 to its promoter and is involved in response to ABA. Is required for normal seed development. Involved in regulating the timing of dessication tolerance and rate of water loss during seed maturation.
AT1G79040	PSBR	683.97	-2.6131	0.16261	-16.07	4.1472e-58	9.7673e-56	full_name=photosystem II subunit R. photosystem II subunit R. Encodes for the 10 kDa PsbR subunit of photosystem II (PSII). This subunit appears to be involved in the stable assembly of PSII, particularly that of the oxygen-evolving complex subunit PsbP. Mutants defective in this gene have reduced amounts of subunits PsbP and PsbQ in PSII. In turn, assembly of PsbR is dependent on the presence of PsbJ.
AT2G23190	CYP81D7	187.88	-5.25	0.32766	-16.022	8.9098e-58	2.0704e-55	full_name=cytochrome P450, family 81, subfamily D, polypeptide 7. cytochrome P450, family 81, subfamily D, polypeptide 7. member of CYP81D
AT5G35360	CAC2	2459.6	-1.4592	0.091599	-15.93	3.8929000000000004e-57	8.927e-55	full_name=acetyl Co-enzyme a carboxylase biotin carboxylase subunit. acetyl Co-enzyme a carboxylase biotin carboxylase subunit. Encodes biotin carboxylase subunit (CAC2).
AT2G44470	BGLU29	2520.6	-1.6045	0.10082	-15.914	5.1014e-57	1.1545999999999999e-54	full_name=beta glucosidase 29. beta glucosidase 29.
AT3G17840	RLK902	231.15	-3.3171	0.2085	-15.909	5.4471e-57	1.2170999999999998e-54	full_name=receptor-like kinase 902. receptor-like kinase 902. Encodes a receptor-like kinase found at the cell surface of various tissues. Its function remains unknown.
AT1G25410	IPT6	225.06	-3.8033	0.23966	-15.869	1.0341e-56	2.2813999999999997e-54	full_name=isopentenyltransferase 6. isopentenyltransferase 6. AB061404 Arabidopsis thaliana AtIPT6 mRNA for cytokinin synthase, complete cds
AT3G15670	LEA76	31618	1.5262	0.096409	15.83	1.918e-56	4.1783999999999995e-54	Late embryogenesis abundant protein (LEA) family protein.
AT1G78070		458.42	2.0207	0.12795	15.792	3.5339000000000002e-56	7.6036e-54	Transducin/WD40 repeat-like superfamily protein.
AT1G23000	ATHMP05	193.06	-3.4153	0.21696	-15.742	7.8063000000000005e-56	1.6590999999999997e-53	Heavy metal transport/detoxification superfamily protein.
AT2G47230	DUF6	368.51	-2.1432	0.13622	-15.733	9.0045e-56	1.8906999999999997e-53	full_name=DOMAIN OF UNKNOWN FUNCTION 724 6. agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 6). Member of the plant-specific DUF724 protein family. Arabidopsis has 10 DUF724 proteins.
AT4G09610	GASA2	1469.5	2.0846	0.13304	15.669	2.4456999999999997e-55	5.074299999999998e-53	full_name=GAST1 protein homolog 2. GAST1 protein homolog 2.
AT3G20810	JMJD5	444.23	-2.1926	0.14022	-15.637	4.0694999999999994e-55	8.343899999999998e-53	full_name=jumonji domain containing 5. 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein. JMJD5 encodes a protein which contains  a jumonji-C (jmjC) domain. jmjd5 mutant plants have a short-period circadian phenotype. JMJD5 has histone demethylase activity and interacts with EFM to repress FT.
AT1G12900	GAPA-2	206.15	-5.6873	0.36527	-15.57	1.1639e-54	2.3587e-52	full_name=glyceraldehyde 3-phosphate dehydrogenase A subunit 2. glyceraldehyde 3-phosphate dehydrogenase A subunit 2.
AT1G55670	PSAG	164.19	-4.8152	0.31118	-15.474	5.1898999999999996e-54	1.0397e-51	full_name=photosystem I subunit G. photosystem I subunit G. Encodes subunit G of photosystem I, an 11-kDa membrane protein that plays an  important role in electron transport between plastocyanin and PSI and is involved in  the stability of the PSI complex. PSI-G subunit is bound to  PSI-B and is in contact with Lhca1. The protein inserts into thylakoids by  a direct or spontaneous pathway that does not involve the activities of  any known chloroplast protein-targeting machinery. PSI-G appears to be directly or indirectly involved in the interaction between Photosystem I and plastocyanin.
AT3G29030	EXPA5	863.17	-2.2644	0.14879	-15.219	2.6411999999999996e-52	5.2308e-50	full_name=expansin A5. expansin A5. Encodes an expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)
AT4G10340	LHCB5	156.31	-5.0365	0.33176	-15.181	4.726099999999999e-52	9.254599999999999e-50	full_name=light harvesting complex of photosystem II 5. light harvesting complex of photosystem II 5. photosystem II encoding the light-harvesting chlorophyll a/b binding protein CP26 of the antenna system of the photosynthetic apparatus
AT3G02410	ICME-LIKE2	494.83	2.0693	0.13653	15.156	6.943e-52	1.3445e-49	full_name=Isoprenylcysteine methylesterase-like 2. alpha/beta-Hydrolases superfamily protein.
AT4G36280	CRH1	291.48	-2.5018	0.16625	-15.048	3.5539e-51	6.8063e-49	full_name=CRT1 Homologue 1. Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein.
AT5G13930	TT4	1027.3	-2.1514	0.1432	-15.024	5.1411e-51	9.6425e-49	full_name=TRANSPARENT TESTA 4. Chalcone and stilbene synthase family protein. Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism.
AT4G39900		477.36	-1.9118	0.12725	-15.024	5.1455e-51	9.6425e-49	adenine deaminase.
AT1G47840	HXK3	146.01	-3.7468	0.24972	-15.004	6.8897e-51	1.2774e-48	full_name=hexokinase 3. hexokinase 3. Encodes a putative hexokinase.
AT2G36270	ABI5	642.47	1.8661	0.12443	14.998	7.6082e-51	1.3957e-48	full_name=ABA INSENSITIVE 5. Basic-leucine zipper (bZIP) transcription factor family protein. Encodes a member of the basic leucine zipper transcription factor family, involved in ABA signalling during seed maturation and germination. The Arabidopsis abscisic acid (ABA)-insensitive abi5 mutants have pleiotropic defects in ABA response, including decreased sensitivity to ABA inhibition of germination and altered expression of some ABA-regulated genes. Comparison of seed and ABA-inducible vegetative gene expression in wild-type and abi5-1 plants indicates that ABI5 regulates a subset of late embryogenesis-abundant genes during both developmental stages.
AT5G03860	MLS	1879.8	1.6515	0.11089	14.894	3.6173e-50	6.5668e-48	full_name=malate synthase. malate synthase. Encodes a protein with malate synthase activity.
AT3G57020		2489.1	1.4809	0.099541	14.878	4.599499999999999e-50	8.2639e-48	Calcium-dependent phosphotriesterase superfamily protein.
AT2G20260	PSAE-2	182.73	-3.1038	0.20977	-14.796	1.559e-49	2.7724e-47	full_name=photosystem I subunit E-2. photosystem I subunit E-2. Encodes subunit E of photosystem I.
AT3G16950	LPD1	686.54	-1.6833	0.11401	-14.765	2.4661e-49	4.3413e-47	full_name=lipoamide dehydrogenase 1. lipoamide dehydrogenase 1. encodes a plastid lipoamide dehydrogenase, subunit of the pyruvate dehydrogenase complex which provides acetyl-CoA for de novo fatty acid biosynthesis. The gene is highly expressed in developing seeds.
AT3G16140	PSAH-1	141.49	-4.232	0.28686	-14.753	2.9424e-49	5.128e-47	full_name=photosystem I subunit H-1. photosystem I subunit H-1. Encodes subunit H of photosystem I reaction center subunit VI.
AT5G66080	APD9	137.17	3.5682	0.24266	14.704	6.0446e-49	1.043e-46	Protein phosphatase 2C family protein.
AT1G66430	FRK3	689.27	-1.7054	0.11602	-14.699	6.5422e-49	1.1177999999999998e-46	pfkB-like carbohydrate kinase family protein.
AT5G38160		1964.7	-2.0688	0.14081	-14.692	7.2204e-49	1.2216999999999998e-46	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT3G29320	PHS1	534.72	-2.1716	0.14781	-14.691	7.308e-49	1.2246e-46	full_name=alpha-glucan phosphorylase 1. Glycosyl transferase, family 35. Encodes a plastidic alpha-glucan phosphorylase.  In vitro, the enzyme has a preference for maltooligosaccharides, such as maltoheptaose.
AT1G52670	BLP1	650.17	-1.6801	0.11442	-14.684	8.1701e-49	1.3561e-46	Single hybrid motif superfamily protein.
